doc_id,ministry,question_id,condition,model,question_hi_used,gold_answer_en,keywords_en,context_preview,answer_hi,back_en,keyword_hit_rate,rougeL_f1,bertscore_f1,doc_fidelity_chrf,hallucination_label,hallucination_rationale,hallucination_score
AU3568,ayush,Q4,C2,sarvam,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मंत्रालय (श्री प्रतापराव जाधव) के राज्य मंत्री (आई.सी.) के अनुसार, सार्वजनिक स्वास्थ्य एक राज्य विषय होने के कारण, विभिन्न आयुष स्वास्थ्य सुविधाओं में मुफ्त आयुष दवाओं की पर्याप्त उपलब्धता सुनिश्","आयुष मंत्रालय ने स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए निम्नलिखित प्रशिक्षण कार्यक्रम आयोजित किए हैं:  
1. **प्रशिक्षक प्रशिक्षण (टी.ओ.टी.) कार्यक्रम**: आशा और ए.एन.एम. सहित स्वास्थ्य सेवा कर्मचारियों को सामान्य स्वास्थ्य बनाए रखने और बीमारियों को रोकने के लिए आयुष के लाभों के बारे में प्रशिक्षित किया गया। ये कर्मचारी समुदाय में जागरूकता फैलाने और सरल निवारक स्वास्थ्य प्रथाओं पर मार्गदर्शन करने के लिए जुड़े हैं।  
2. **मास्टर ट्रेनर कार्यक्रम (2024 और 2025)**: केंद्रीय स्वास्थ्य शिक्षा ब्यूरो","The Ministry of AYUSH has organized the following training programs to educate healthcare workers about AYUSH treatment options: 1. **Training on Trainer (TOT) Program**: Health workers, including ASHA and ANMs, have been trained on the benefits of AYUSH for maintaining general health and preventing diseases. These employees are connected to spread awareness in the community and guide on simple preventive health practices. 2. **Master Trainer Program (2024 and 2025)**: Central Bureau of Health Education",0.8571,0.2885,0.0,53.27,unknown,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 5.146024314s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 5
}
]",
AU3568,ayush,Q4,C2,gemini,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मंत्रालय (श्री प्रतापराव जाधव) के राज्य मंत्री (आई.सी.) के अनुसार, सार्वजनिक स्वास्थ्य एक राज्य विषय होने के कारण, विभिन्न आयुष स्वास्थ्य सुविधाओं में मुफ्त आयुष दवाओं की पर्याप्त उपलब्धता सुनिश्","GEMINI_QA_ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 6.843313719s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 6
}
]",,0.0,0.0,0.0,53.27,unknown,missing key or text,
AU3568,ayush,Q4,C2,mistral,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मंत्रालय (श्री प्रतापराव जाधव) के राज्य मंत्री (आई.सी.) के अनुसार, सार्वजनिक स्वास्थ्य एक राज्य विषय होने के कारण, विभिन्न आयुष स्वास्थ्य सुविधाओं में मुफ्त आयुष दवाओं की पर्याप्त उपलब्धता सुनिश्",MISTRAL_QA_ERROR: cannot import name 'Mistral' from 'mistralai' (unknown location),,0.0,0.0,0.0,53.27,unknown,missing key or text,
AU3568,ayush,Q4,C2,llama,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मंत्रालय (श्री प्रतापराव जाधव) के राज्य मंत्री (आई.सी.) के अनुसार, सार्वजनिक स्वास्थ्य एक राज्य विषय होने के कारण, विभिन्न आयुष स्वास्थ्य सुविधाओं में मुफ्त आयुष दवाओं की पर्याप्त उपलब्धता सुनिश्","आयुष मंत्रालय ने स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कई प्रशिक्षण कार्यक्रम आयोजित किए हैं। इनमें प्रशिक्षक प्रशिक्षण (टी.ओ.टी.) कार्यक्रम, मास्टर ट्रेनर कार्यक्रम, और आयुष कर्मियों के लिए प्रशिक्षण कार्यक्रम शामिल हैं। आयुष मंत्रालय ने आशा और ए.एन.एम. सहित स्वास्थ्य सेवा कर्मचारियों को सामान्य स्वास्थ्य बनाए रखने और बीमारियों को रोकने के लिए आयुष के लाभों के बारे में प्रशिक्षित करने के लिए प्रशिक्षक प्रशिक्षण (टी.ओ.टी.) कार्यक्रम आयोजित किए हैं। इसके अलावा, आयुष प्रणालियों में मस्कुलोस्केलेटल और चयापचय विकारों के प्रबंधन पर 2024 और 2025 में मास्टर ट्रेनर कार्यक्रम आयोजित किए गए। आयुर्वेद, होम्योपैथी, यूनानी और सिद्ध के चिकित्सा अधिकारियों के लिए ये प्रशिक्षण आयोजित किए गए थे, जिसमें सभी राज्यों/केंद्र शासित प्रदेशों के प्रतिभागी शामिल हुए थे।","The Ministry of AYUSH has organized several training programs to educate healthcare workers about AYUSH treatment options. These include the Trainer Training (TOT) Programme, the Master Trainer Programme and the Training Programme for AYUSH Personnel. The Ministry of AYUSH has organised Train-the-Trainer (TOT) programmes to sensitise healthcare workers, including ASHA and ANMs, about the benefits of AYUSH for maintaining good general health and preventing diseases. In addition, Master Trainer Programs were conducted in AYUSH systems for management of musculoskeletal and metabolic disorders in the year 2024 and 2025. These trainings were conducted for medical officers of Ayurveda, Homeopathy, Unani and Siddha, covering all the States/UTs.",0.8571,0.2754,0.0,53.27,unknown,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 4.615380074s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 4
}
]",
AU3568,ayush,Q4,C3,sarvam,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025",,स्वास्थ्यकर्मियों को आयुष (,Health workers AYUSH (,0.0,0.0606,0.0,53.27,unknown,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 4.10031045s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 4
}
]",
AU3568,ayush,Q4,C3,gemini,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025",,"GEMINI_QA_ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 351.165807ms. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
}
]",,0.0,0.0,0.0,53.27,unknown,missing key or text,
AU3568,ayush,Q4,C3,mistral,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025",,MISTRAL_QA_ERROR: cannot import name 'Mistral' from 'mistralai' (unknown location),,0.0,0.0,0.0,53.27,unknown,missing key or text,
AU3568,ayush,Q4,C3,llama,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025",,"आयुष उपचार विकल्पों के बारे में स्वास्थ्यकर्मियों को प्रशिक्षित करने के लिए विभिन्न प्रशिक्षण कार्यक्रम आयोजित किए गए हैं। इनमें से कुछ प्रमुख कार्यक्रम हैं:

1. **आयुष मेडिकल ऑफिसर प्रशिक्षण कार्यक्रम**: यह कार्यक्रम आयुष मेडिकल ऑफिसरों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए आयोजित किया जाता है।
2. **योग और प्राकृतिक चिकित्सा प्रशिक्षण कार्यक्रम**: यह कार्यक्रम योग और प्राकृतिक चिकित्सा के बारे में स्वास्थ्यकर्मियों को प्रशिक्षित करने के लिए आयोजित किया जाता है।
3. **आयुर्वेदिक और यूनानी चिकित्सा प्रशिक्षण कार्यक्रम**: यह कार्यक्रम आयुर्वेदिक और यूनानी चिकित्सा के बारे में स्वास्थ्यकर्मियों को प्रशिक्षित करने के लिए आयोजित किया जाता है।
4. **होम्योपैथी और सिद्ध चिकित्सा प्रशिक्षण कार्यक्रम**: यह कार्यक्रम होम्योपैथी और सिद्ध चिकित्सा के बारे में स्वास्थ्यकर्मियों को प्रशिक्षित करने के लिए आयोजित किया जाता है।
5. **आयुष एकीकृत चिकित्सा प्रशिक्षण कार्यक्रम**: यह कार्यक्रम आयुष एकीकृत चिकित्सा के बारे में स्वास्थ्यकर्मियों को प्रशिक्षित करने के लिए आयोजित किया जाता है।

इन प्रशिक्षण कार्यक्रमों का उद्देश्य स्वास्थ्यकर्म",Various training programs have been organized to train healthcare workers on AYUSH treatment options. Some of the major initiatives include: 1. **Ayush Medical Officer Training Program**: This program is conducted to train Ayush medical officers on Ayush treatment options. 2. **Yoga and Naturopathy Training Programs**: These programs are designed to train healthcare professionals in yoga and naturopathy. 3. **Ayurvedic and Unani Medicine Training Programs**: These programs are designed to train healthcare professionals in Ayurvedic and Unani medicine. 4. **Homeopathy and Siddha Training Programs**: These programs focus on training healthcare professionals in homeopathy and Siddha medicine. 5. **Ayush Integrated Medicine Training Program**: This program aims to,0.0,0.1185,0.0,53.27,unknown,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
Please retry in 3.561789293s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 3
}
]",
AU3568,ayush,Q4,C4,sarvam,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मांत्रालय के राज् य मत्रां ी (स् वतांत्र प्रभार) (श्री प्रतापराव जाधव) (क) से (ग): सावजच ननक स्वास््य राज्य का ववषय होने के कारण, ववलभन्न आयुष स्वास््य केंद्रों में ननिःशुल्क आयुष दवाओं की पयाचप्","आयुष मंत्रालय ने स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए निम्नलिखित प्रशिक्षण कार्यक्रम आयोजित किए हैं:  
1. **प्रशिक्षकों का प्रशिक्षण (TOT) कार्यक्रम**: राष्ट्रीय आयुष मिशन (एनएएम) के तहत, आशा और एएनएम कार्यकर्ताओं को सामान्य स्वास्थ्य बनाए रखने और आयुष के लाभों के बारे में जागरूक करने के लिए प्रशिक्षण आयोजित किया गया। ये जमीनी स्तर के प्रशिक्षक समाज को आयुष पद्धतियों के उपयोग और सामान्य बीमारियों के","The Ministry of AYUSH has organised the following training programmes to educate the healthcare workers about the AYUSH treatment options: 1. **Training on Trainers (TOT) Programme**: Under National AYUSH Mission (NAM), training is provided to ASHA and ANM workers to increase their knowledge about the benefits of AYUSH therapies and maintain good general health. These are grassroots level trainers who teach society about the use of Ayush methods and common diseases",0.4286,0.2376,0.0,53.27,unknown,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
Please retry in 3.063368515s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 3
}
]",
AU3568,ayush,Q4,C4,gemini,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मांत्रालय के राज् य मत्रां ी (स् वतांत्र प्रभार) (श्री प्रतापराव जाधव) (क) से (ग): सावजच ननक स्वास््य राज्य का ववषय होने के कारण, ववलभन्न आयुष स्वास््य केंद्रों में ननिःशुल्क आयुष दवाओं की पयाचप्","GEMINI_QA_ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash
Please retry in 53.419851045s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
}
, retry_delay {
  seconds: 53
}
]",,0.0,0.0,0.0,53.27,unknown,missing key or text,
AU3568,ayush,Q4,C4,mistral,स्वास्थ्यकर्मियों को आयुष उपचार विकल्पों के बारे में प्रशिक्षित करने के लिए कौन-कौन से प्रशिक्षण कार्यक्रम आयोजित किए गए हैं?,"Ministry of Ayush organized Training of Trainers (ToT) for ASHA and ANM workers. Master Trainer programmes were organized in 2024 and 2025 with CHEB, DGHS on musculoskeletal and metabolic disorders.","ToT, Training of Trainers, ASHA, ANM, Master Trainer, 2024, 2025","आयुष मांत्रालय के राज् य मत्रां ी (स् वतांत्र प्रभार) (श्री प्रतापराव जाधव) (क) से (ग): सावजच ननक स्वास््य राज्य का ववषय होने के कारण, ववलभन्न आयुष स्वास््य केंद्रों में ननिःशुल्क आयुष दवाओं की पयाचप्",MISTRAL_QA_ERROR: cannot import name 'Mistral' from 'mistralai' (unknown location),,0.0,0.0,0.0,53.27,unknown,missing key or text,
