doc_id,ministry,question_id,question_hi,gold_answer_en,context_type,qa_model,answer_hi
AU4806,ayush,Q4,ASU&H दवाओं की गुणवत्ता सुनिश्चित करने के लिए कौन सा कानूनी ढांचा लागू है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the legal framework implemented to ensure the quality of ASU&H (Ayurveda, Siddha, Unani, and Homeopathy) medicines. The provided document from the Ministry of Ayush talks about various schemes and programs but doesn't explicitly mention any legal frameworks.

First, I need to recall if there's a specific act or regulation related to these medicines. I remember that in India, the AYUSH systems are regulated under different acts. For example, Ayurveda is covered under the Ayurvedic Drugs and Cosmetics Act, 1940. Similarly, Siddha has the Siddha Drugs and Cosmetics Act, 1940, Unani under the Unani Drugs and Cosmetics Act, 1940, and Homeopathy under the Drugs and Cosmetics Act, 1940. These acts set the standards for the quality and safety of their respective"
AU4806,ayush,Q5,"PHC, CHC और जिला अस्पतालों में AYUSH सेवाओं के एकीकरण के लिए सरकार ने कौन सी रणनीति अपनाई है?",,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the strategy the government has adopted to integrate AYUSH services into PHCs, CHCs, and district hospitals. The document provided mentions several schemes under the Ministry of Ayush.

First, I need to look through the document to find any mention of integrating AYUSH into primary health centers, community health centers, and district hospitals. The document talks about two main schemes: the IEC scheme and the Ayushaswasthya Yojana. 

The IEC scheme focuses on awareness through events and campaigns, but that's more about promoting AYUSH rather than integrating services into healthcare facilities. The Ayushaswasthya Yojana has two components: Ayush and Public Health, and Centre of Excellence. The Ayush and Public Health component's objectives include promoting AYUSH interventions in community health care and integrating them into public health to support SDGs 2 and 3. This seems relevant because integrating into"
AU5648,ayush,Q1,रिक्त पदों का आकलन करने की जिम्मेदारी किसकी है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking who is responsible for assessing the vacant positions in Ayush facilities. The document provided is in English, so I need to read through it carefully.

The document mentions that Public Health is a State subject. The primary responsibility lies with the respective State or UT Government. They are responsible for assessing the number of vacant positions in Ayush facilities, including government hospitals and health centers. This includes analyzing the availability of trained manpower like Ayush doctors and pharmacists across the country and conducting timely recruitment under the National Ayush Mission (NAM).

The rest of the document talks about components under NAM for setting up hospitals and upgrading facilities, which include provisions for manpower deployment. But the key point here is the initial statement that the responsibility is with the State/UT Governments. The answer should be straightforward once I extract that part correctly. The user wants the answer in Hindi, so I need to translate the response accurately without losing the meaning."
AU5648,ayush,Q2,NAM के तहत कितने बिस्तरों वाले एकीकृत आयुष अस्पताल स्थापित किए जा सकते हैं?,,english,sarvam,उत्तर: राष्ट्रीय आयुष मिशन (NAM) के तहत **
AU5648,ayush,Q3,Ayushman Arogya Mandir किसके अंतर्गत संचालित होता है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking under which program the Ayushman Arogya Mandir is operated. The document provided is in Hindi, so I need to read through it carefully.

First, I'll look for mentions of ""Ayushman Arogya Mandir"" in the text. The document talks about the National Ayush Mission (NAM) and its components. Specifically, it mentions that under NAM, there are components like setting up Integrated Ayush Hospitals, upgrading standalone Ayush Hospitals, operationalizing Ayushman Arogya Mandir, and Ayush Public Health Programmes. The key part here is ""operationalization of Ayushman Arogya Mandir (Ayush)"" which is listed under the components of NAM. 

The question is asking which program it's under, so the answer should be the National Ayush Mission. The document also mentions that states can avail financial assistance through their proposals under NAM"
AU5648,ayush,Q4,राज्य सरकारें NAM के तहत वित्तीय सहायता कैसे प्राप्त करती हैं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking how state governments can obtain financial assistance under the National Ayush Mission (NAM). The document provided is in Hindi, so I need to parse that carefully.

First, I'll read through the document again to make sure I understand the key points. The document mentions that public health is a state subject, so the primary responsibility for assessing vacant positions in Ayush facilities, including government hospitals and health centers, lies with the respective state or UT governments. However, under NAM, there are components like setting up integrated Ayush hospitals, upgrading existing ones, operationalizing Ayushman Arogya Mandir, and public health programs. These components include provisions for manpower deployment.

The crucial part here is the last sentence: ""State/UT Governments may avail the financial assistance by submitting suitable proposals through State Annual Action Plans (SAAPs) as per the provisions of the NAM guideline."" So the answer should be that states submit"
AU5648,ayush,Q5,क्या भर्ती की जिम्मेदारी केंद्र सरकार की है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the responsibility for recruitment lies with the central government. The document provided is in English, so I need to read through it carefully.

The document mentions that Public Health is a State subject. The primary responsibility to assess vacant positions in Ayush facilities, including government hospitals and health centers, and to analyze the availability of trained manpower like Ayush doctors and pharmacists across the country, as well as conduct timely recruitment under the National Ayush Mission (NAM), lies with the respective State/UT Governments. However, under NAM, there are components for setting up hospitals and upgrading existing ones, which include provisions for deploying manpower. The states can avail financial assistance by submitting proposals through their State Annual Action Plans (SAAPs) as per NAM guidelines.

So, the key points here are that while the central government has the NAM which includes provisions for manpower deployment, the actual responsibility for assessing vacancies and conducting"
AU414,education,Q1,केंद्रीय उच्च शिक्षण संस्थानों में एसोसिएट प्रोफेसर की भर्ती की शक्ति किसके पास होती है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about who has the authority to recruit Associate Professors in Central Higher Education Institutions (CHEIs) under the Ministry of Education.

First, I need to refer to the provided document. The document mentions that CHEIs, including Central Universities, are autonomous organizations established under Central Acts of Parliament. It states that faculty recruitment, including Associate Professors, is done within the institutions themselves according to their Acts and Regulations. The key point here is that the recruitment powers are vested with the respective Board of Governors/Executive Committee/Board of Management. The Ministry doesn't have an active role in this process.

The document also talks about the Central Educational Institutions (Reservation in Teachers Cadre) Act, 2019, which deals with reservations but doesn't change the authority for recruitment. The special recruitment drives in 2021 were initiated by the Ministry, but the actual recruitment is still handled by the"
AU414,education,Q2,"शिक्षक कैडर में SC, ST, OBC और EWS के लिए आरक्षण कितने प्रतिशत है?",,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the percentage of reservation for SC, ST, OBC, and EWS in the teacher cadre under the Central Higher Education Institutions (CHEIs). 

First, I need to refer to the provided document. The relevant section mentions the Central Educational Institutions (Reservation in Teachers Cadre) Act, 2019. According to the document, the reservation percentages are specified as follows: 15% for SCs, 7.5% for STs, 27% for socially and educationally backward classes (which is OBC), and 10% for Economically Weaker Sections (EWS). The notification date is 12.7.2019.

I should make sure there's no other information in the document that might contradict or update these percentages. The rest of the text talks about the recruitment process and the special drive in 2021, but those"
AU414,education,Q3,24.10.2025 तक मिशन मोड में कुल कितने पद भरे गए?,,english,sarvam,"दस्तावेज़ में उल्लेखित जानकारी के अनुसार, अगस्त 2021 में केंद्रीय उच्च शिक्षा संस्थानों (CHEIs) को मिशन मोड में बैकलॉग रिक्तियों को भरने के लिए विशेष अभियान"
AU414,education,Q4,केंद्रीय विश्वविद्यालयों ने इनमें से कितने पद भरे?,,english,sarvam,"दस्तावेज़ में उल्लेखित जानकारी के अनुसार,"
AU414,education,Q5,क्या राज्य विश्वविद्यालयों के रिक्त पदों का डेटा केंद्र स्तर पर रखा जाता है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the data on vacant positions in state universities is maintained at the central level.

First, I need to refer back to the provided document. The document mentions that Central Higher Education Institutions (CHEIs) are under the Ministry of Education and their vacancies are handled by the institutions themselves. Then, there's a specific section about State Universities. It says, ""State Universities are established through respective State Acts and vacancies therein are filled by the concerned State Governments/Universities themselves. Vacancy details of State Universities are not maintained centrally.""

So, the key point here is that the document explicitly states that vacancy details for State Universities are not kept centrally. The answer should be a clear ""No"" based on that information. I need to make sure there's no mention of central maintenance of such data for state universities. The document only talks about CHEIs being autonomous and handling their own recruitment, but specifically for state universities, it"
AU2540,education,Q1,NEP 2020 के अनुसार कम से कम किस कक्षा तक मातृभाषा/स्थानीय भाषा को माध्यम बनाने की सिफारिश की गई है?,,english,sarvam,राष्ट्रीय शिक्षा नीति
AU2540,education,Q2,तीन-भाषा सूत्र में R1 किसे कहा गया है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the three-language formula (तीन-भाषा सूत्र) mentioned in the NEP 2020 and specifically what R1 refers to.

First, I need to recall the document provided. The document states that the three-language formula will continue, with flexibility, and that the choice of languages will be determined by the states, regions, and students. The key part here is that the three languages learned by children are the choices of the states, regions, and students. 

The question is about R1. In the context of the three-language formula, typically, the first language (R1) is the mother tongue or regional language. The document mentions that until Grade 5, preferably up to Grade 8, the medium of instruction should be the home language/mother tongue/local language. After that, the home/local language continues to be taught as a subject. Then, the three-language formula comes into play"
AU2540,education,Q3,भारतीय भाषाओं में अकादमिक लेखन और अनुवाद को बढ़ावा देने के लिए UGC ने कौन-सा प्रोजेक्ट शुरू किया है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking which project the UGC (University Grants Commission) has started to promote academic writing and translation in Indian languages. The provided document talks about NEP 2020 and NCF-SE 2023, focusing on mother tongue-based education and multilingualism.

First, I need to recall if the document mentions any specific UGC projects. The document discusses policies promoting Indian languages in schools, the three-language formula, and the importance of mother tongue education. However, it doesn't explicitly mention any UGC project by name. 

Wait, the user might be referring to a project that's part of the NEP 2020 implementation. The NEP 2020 does emphasize multilingual education and promoting Indian languages. The UGC often implements initiatives under the NEP. For example, the National Education Policy 2020 includes provisions for academic writing and translation in regional"
AU2540,education,Q4,AICTE की भाषा नीति किस राष्ट्रीय शिक्षा दस्तावेज़ के अनुरूप है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking which national education document's language policy aligns with AICTE's policy. The document provided is about NEP 2020 and NCF-SE 2023.

First, I need to recall what AICTE's language policy is. AICTE, the All India Council for Technical Education, is responsible for technical education in India. Their policies often align with the National Education Policy (NEP) 2020, which emphasizes multilingualism and mother tongue-based education.

Looking at the document, it mentions that NEP 2020 and NCF-SE 2023 promote all Indian languages in schools. The key points are mother tongue-based education until at least Grade 5, preferably up to Grade 8, and the three-language formula with flexibility. The document also states that these policies were developed after nationwide consultations, which suggests they are comprehensive and widely accepted"
AU2540,education,Q5,क्या NEP 2020 के तहत किसी राज्य पर कोई भाषा थोपी जाएगी?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the NEP 2020 imposes any language on a state. I need to refer to the provided document to find the answer.

First, I'll look through the document. The relevant part mentions the three-language formula. The document states that the three-language formula will continue but with greater flexibility. It specifically says, ""no language will be imposed on any State."" That's a direct statement against imposing languages. 

Also, the policy emphasizes that the choice of languages will be determined by the states, regions, and students. So the states have the autonomy to decide which three languages are taught, which means there's no imposition. The key points here are flexibility and state choice. 

I should make sure there's no mention of mandatory languages being forced. The document clearly states that the three languages are the choices of the states and students, and no language is imposed. Therefore, the answer should be that"
AU2749,education,Q1,PM-Vidyalaxmi के तहत कितने से अधिक शिक्षा ऋण स्वीकृत किए गए हैं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many more education loans have been approved under the PM-Vidyalaxmi scheme. The document mentions that between 25th February 2025 and 2nd March 2026, more than 68,000 PM-Vidyalaxmi education loans were sanctioned. The answer should be straightforward, but I need to make sure I'm interpreting the numbers correctly.

First, the key sentence here is: ""During 25th February 2025 and 2nd March 2026, more than 68,000 PM -Vidyalaxmi education loans have been sanctioned."" The question is asking for the number of loans approved, which is directly stated as over 68,000. The user might be confused between sanctioned and disbursed, but the question specifically asks about sanctioned loans. The document also mentions the sanctioned"
AU2749,education,Q2,स्वीकृत कुल ऋण राशि कितनी है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total approved loan amount under the PM-Vidyalaxmi scheme. I need to look through the provided document to find the relevant information.

First, I'll scan the document for numbers related to sanctioned loans. The document mentions that between 25th February 2025 and 2nd March 2026, more than 68,000 loans were sanctioned, and the sanctioned amount is ₹9118 crores. That seems like the key figure here. The question specifically asks for the total approved amount, which is the sanctioned amount. The other numbers like disbursed amounts or interest subventions are probably not needed here. I should make sure there's no other figure mentioned that could be confused with this. The part about the gap between sanctioned and disbursed amounts explains why there's a difference, but the sanctioned total is clearly stated as ₹91"
AU2749,education,Q3,कुल कितनी शिकायतें प्राप्त हुईं और उनमें से कितनी हल की गईं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total number of complaints received and how many were resolved. The document provided is about the PM-Vidyalaxmi scheme, which provides education loans.

First, I need to go through the document carefully. The document mentions that the PM Vidyalaxmi portal started operating from 25th February 2025. It also states that between 25th February 2025 and 2nd March 2026, over 68,000 loans were sanctioned, totaling ₹9118 crores. There's a part about the gap between sanctioned loans and disbursement, but that's about the amount, not complaints.

The document also mentions a portal where students can apply for loans and interest subvention. It provides state-wise and bank-wise data on applications, sanctioned, rejected, disbursed, and pending loans. However, the exact"
AU2749,education,Q4,कितने QHEIs को PM-Vidyalaxmi योजना के अंतर्गत शामिल किया गया है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many QHEIs (Quality Higher Education Institutions) are included under the PM-Vidyalaxmi scheme. I need to look through the provided document to find this information.

First, I'll read through the document again carefully. The document mentions that the PM-Vidyalaxmi scheme provides collateral-free loans to students admitted to top Quality Higher Education Institutions (QHEIs). It talks about the scheme's objectives, the interest subvention for certain income groups, the online portal, and some statistics about loans sanctioned and disbursed. However, when I look for the exact number of QHEIs included, I don't see any specific number mentioned. The document provides data on the number of loans sanctioned (over 68,000) and the total amount (₹9118 crores), but there's no mention of the count of institutions. The portal link is given,"
AU2749,education,Q5,क्या Tier-II और Tier-III शहरों के छात्र भी इस योजना के पात्र हैं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether students from Tier-II and Tier-III cities are eligible for the PM-Vidyalaxmi scheme. First, I need to refer back to the provided document to find any mention of eligibility criteria related to the location of the students.

Looking through the document, the main points are about the scheme's objectives, the loan details, interest subvention for lower-income families, and the online portal. The document mentions that the scheme is for students admitted to top Quality Higher Education Institutions (QHEIs) and those who desire the loan. There's no explicit mention of Tier-II or Tier-III cities in the eligibility criteria. However, the scheme's goal is to ensure no student is denied higher education due to financial constraints, which implies it's available to all eligible students regardless of their city tier. The interest subvention is based on family income, not location. Since the document doesn't restrict eligibility by city tier, the answer should be"
AU3703,education,Q1,PM-USHA योजना का कुल वित्तीय प्रावधान कितना है?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total financial provision for the PM-USHA scheme. I need to find the answer in the provided document.

First, I'll scan through the document to locate mentions of PM-USHA. The third paragraph talks about the launch of PM-USHA in June 2023. It mentions an outlay of Rs. 12,926.10 crore for the period 2023-24 to 2025-26. That seems like the total amount allocated. 

Wait, the question is about the total financial provision. The document states ""with an outlay of Rs. 12926.10 crore"". The word ""outlay"" here refers to the total budget allocated. The extension dates mentioned are for project completion, but the total amount remains the same. So the answer should be 12,926.1"
AU3703,education,Q2,फतेहगढ़ साहिब लोकसभा क्षेत्र में कुल कितनी HEIs हैं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total number of Higher Education Institutions (HEIs) in the Fatehgarh Sahib Lok Sabha constituency. The document provided has a section that mentions this.

First, I need to locate the relevant part in the document. The text states: ""As per AISHE 2022-23 (provisional) are as follows: Number of HEIs Institutions Punjab Fatehgarh Sahib District University 40 3 College 1,040 23 Standalone 353 9 All HEIs 1,433 35"". 

Wait, the way it's presented here might be a bit confusing. Let me parse this. The columns seem to be ""Institutions"" and then numbers for Punjab and Fatehgarh Sahib District. The line ""All HEIs 1,433 35"""
AU3703,education,Q3,फतेहगढ़ साहिब जिले में कितने प्राथमिक विद्यालय हैं?,,english,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the number of primary schools in Fatehgarh Sahib district. The document provided mentions several details about education in Punjab, specifically Fatehgarh Sahib.

First, I need to locate the relevant section in the document. The last paragraph starts with ""As per UDISE+ the number of primary, upper primary, secondary..."" but it seems cut off. The document ends there, so the data might be incomplete. However, the previous paragraphs talk about higher education institutions (HEIs) in Fatehgarh Sahib, listing universities, colleges, and standalone institutions. But the question is about primary schools, which are part of school education, not higher education.

The document mentions that education is in the concurrent list, and most schools are under state/UT governments. It also discusses the PM-USHA scheme and some projects in Punjab, including Fatehgarh Sahib. However, the specific numbers for primary schools"
