doc_id,ministry,question_id,question_hi,gold_answer_en,context_type,qa_model,answer_hi
AU3568,ayush,Q1,मुफ्त आयुष दवाओं की उपलब्धता सुनिश्चित करने की प्राथमिक जिम्मेदारी किसकी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking who is primarily responsible for ensuring the availability of free Ayush medicines in public health facilities. The document provided is in Hindi, so I need to read through it carefully.

First, I'll look for keywords related to responsibility. The document mentions the Ministry of Ayush (Ayush Mantralaya) and the state governments. The first paragraph says, ""सार्वजनिक स्वास्थ्य एक राज्य विषय होने के कारण, विभिन्न आयुष स्वास्थ्य सुविधाओं में मुफ्त आयुष दवाओं की पर्याप्त उपलब्धता सुनिश्चित करने और डिजिटल मंचों..."" which translates to ""Since public health is a state subject, the primary responsibility to ensure adequate availability of free Ayush medicines in various Ayush health facilities and to create awareness in the community through digital platforms, mobile applications, or SMS alerts, etc., lies with the respective state/UT governments.""

So, the key point"
AU3568,ayush,Q2,आयुष दवाओं की उपलब्धता को ट्रैक करने के लिए कौन सा डिजिटल प्लेटफॉर्म विकसित किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which digital platform has been developed to track the availability of Ayush medicines. I need to look through the provided document to find the answer.

First, I'll read through the document carefully. The relevant section mentions the Ministry of Ayush and their initiatives. The key part here is where they talk about digital platforms. The document states: ""आयुष मंत्रालय ने आयुष ग्रिड के तहत आयुष अस्पताल प्रबंधन सूचना प्रणाली (ए.एच.एम.आई.एस.) जैसे डिजिटल प्लेटफॉर्म विकसित किए हैं ताकि दवाओं के भंडार को डिजिटल बनाया जा सके और डॉक्टरों और फार्मासिस्टों द्वारा आयुष सुविधाओं में दवाओं की उपलब्धता पर नज़र रखी जा सके।""

Translating that, it says the Ministry of Ayush has"
AU3568,ayush,Q3,NAM के तहत कितने Ayushman Arogya Mandir (Ayush) संचालित किए गए हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many Ayushman Arogya Mandir (Ayush) have been established under NAM across the country.

First, I need to refer back to the provided document. The document mentions that under NAM, 12,500 Ayushman Arogya Mandir (Ayush) have been set up nationwide. The exact line is: ""एन.ए.एम. के तहत, पूरे देश में 12,500 आयुष्मान स्वास्थ्य मंदिर ए.एम. (आयुष) [ए.एम. (आयुष)] स्थापित किए गए हैं।""

I should make sure there's no other number mentioned elsewhere in the text. Scanning through the rest of the document, there's no other figure related to the number of Ayushman Arogya Mandir. The other numbers mentioned are about awareness activities and"
AU3568,ayush,Q4,स्वास्थ्यकर्मियों के प्रशिक्षण के लिए कौन-कौन से कार्यक्रम आयोजित किए गए?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which programs are organized for the training of health workers. The document provided is in Hindi, so I need to read through it carefully to find the relevant information.

First, I'll look for sections that mention training programs for health workers. The document talks about the Ministry of AYUSH and their initiatives. Let me go through each paragraph.

In the last paragraph, it mentions ""प्रशिक्षक प्रशिक्षण (टी.ओ.टी.) कार्यक्रम"" which translates to Trainer Training (TOT) programs. The context here is that the AYUSH Ministry has organized these programs to train health workers, including ASHA and ANM, about the benefits of AYUSH for maintaining general health and preventing diseases. 

I need to confirm if there are any other programs mentioned. The rest of the document discusses awareness campaigns, digital platforms, and outreach activities, but the specific training program for health workers is only the TOT"
AU3568,ayush,Q5,राज्य सरकारें प्रशिक्षण और क्षमता निर्माण के लिए वित्तीय सहायता कैसे प्राप्त कर सकती हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how state governments can obtain financial assistance for training and capacity building. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll look for mentions of financial assistance or funding mechanisms. The document talks about the National AYUSH Mission (NAM) under which the central government supports states. Specifically, it mentions that under NAM, state/UT governments are provided support to implement BCC and IEC activities to raise awareness. These activities use mass media to promote preventive healthcare and encourage healthy lifestyles.

Additionally, there's a mention of the establishment of 12,500 Ayushman Arogya Kendras (AMAs) across the country. The Ministry of AYUSH also supports outreach activities through AYUSH public health programs, which include organizing camps and establishing reference contacts with other health facilities. These activities are either standalone or supplementary to traditional medicine systems.

The key point here is"
AU4806,ayush,Q1,AOGUSY योजना के लिए कुल कितना बजट निर्धारित किया गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total budget allocated for the AOGUSY scheme. First, I need to check the provided document to see if there's any mention of the budget for this scheme.

Looking through the document, the schemes mentioned are (i) AYUSH IEC, (ii) Ayush Health Scheme, and (iii) Ayush Drug Quality. The question refers to ""AOGUSY योजना,"" which might be a typo. The correct name in the document is ""आयुष औषधि गुणवत्ता एवं"" which translates to ""Ayush Drug Quality and..."" but the text cuts off there. However, the user wrote ""AOGUSY,"" which could be a misspelling of ""Ayush Drug Quality and something."" 

In the document, under point (iii), it starts with ""आयुष औषधि गुणवत्ता एवं"" but the rest is missing. The user's"
AU4806,ayush,Q2,अब तक कितनी ASU&H pharmacies और Drug Testing Laboratories को वित्तीय सहायता दी गई है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many ASU&H pharmacies and Drug Testing Laboratories have received financial assistance so far. The document provided is in Hindi, so I need to read through it carefully to find the relevant information.

First, I'll go through each section of the document. The first part talks about the IEC scheme under the Ministry of AYUSH, which includes organizing events and providing financial support for awareness campaigns. The second part is about the Ayurveda Health Scheme, which has two components: Ayush and Public Health, and Centers of Excellence. The third part starts with ""Ayush Aushadh GunaVatta..."" which translates to Ayush Drug Quality and... but the document seems cut off there. 

Looking at the Ayurveda Health Scheme (ii), it mentions that financial assistance is provided to eligible organizations/institutions across the country because it's a central sector scheme. However, there's no specific number mentioned here."
AU4806,ayush,Q3,2022-23 से 2024-25 के बीच NAM के तहत कुल कितनी केंद्रीय राशि जारी की गई?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the total central funds released under NAM (which I assume stands for National Ayush Mission) between 2022-23 and 2024-25. The document provided talks about various schemes under the Ministry of Ayush, but I need to check if NAM is mentioned here.

Looking through the document, the schemes listed are (i) Ayush IEC, (ii) Ayurveda Health Scheme, and (iii) Ayush Drug Quality. The Ayurveda Health Scheme is a central sector scheme implemented from 2021-22 with two components. The third scheme, Ayush Drug Quality, is mentioned but the details are cut off. There's no mention of NAM (National Ayush Mission) in the provided text. The schemes described are different from NAM. Since the document doesn't provide any information about NAM or funds released under it for those years"
AU4806,ayush,Q4,ASU&H दवाओं की गुणवत्ता सुनिश्चित करने के लिए कौन सा कानूनी ढांचा लागू है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the legal framework applicable for ensuring the quality of ASU&H (Ayurveda, Siddha, Unani, and Homeopathy) medicines. The document provided mentions the Ministry of AYUSH and some schemes they're implementing.

First, I need to look through the document to find any mention of legal frameworks or regulations related to the quality of these medicines. The document talks about three schemes: IEC, Ayurveda Health Scheme, and Ayush Drug Quality. The third scheme is mentioned as ""Ayush Drug Quality and..."" but it's cut off. However, the name suggests it's related to quality standards.

In the third point (iii), it says ""Ayush Drug Quality and..."" which likely refers to the Ayush Drug Quality Control and Standardization Act or something similar. Even though the text is incomplete, the context implies that this scheme is about ensuring the quality of AYUSH medicines. Since the user"
AU4806,ayush,Q5,"PHC, CHC और जिला अस्पतालों में AYUSH सेवाओं के एकीकरण के लिए सरकार ने कौन सी रणनीति अपनाई है?",,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the strategy the government has adopted to integrate AYUSH services into PHCs, CHCs, and district hospitals. The document provided mentions several schemes under the Ministry of AYUSH.

First, I need to look through the document to find any mention of integrating AYUSH services into these healthcare facilities. The document talks about two main schemes: the AYUSH IEC scheme and the Ayush Health Scheme. 

The AYUSH IEC scheme focuses on awareness through events, seminars, and campaigns. The Ayush Health Scheme has two components: Ayush and Public Health, and Centers of Excellence. The Ayush and Public Health component aims to implement authentic classical AYUSH interventions for community health care, demonstrate benefits in public health, and help achieve SDGs 2 and 3. It also mentions documenting the effectiveness of AYUSH systems in public health issues for national health programs.

The document also mentions that the"
AU5648,ayush,Q1,रिक्त पदों का आकलन करने की जिम्मेदारी किसकी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking who is responsible for assessing the number of vacant positions in AYUSH facilities. The document provided is in Hindi, so I need to read through it carefully.

First, the document mentions that the Ministry of AYUSH's State Minister (Shri Prataprao Jadhav) has a responsibility. But the key part here is that public health is a state subject. So, the primary responsibility for analyzing the availability of trained manpower, including AYUSH doctors and hospitals, and assessing vacant positions under the National AYUSH Mission (NAM) lies with the respective state or union territory governments. 

The document also talks about how under NAM, there are provisions for deploying manpower for various positions in integrated AYUSH hospitals, upgrading specific hospitals, and operating AYUSH programs. However, the states/UTs can get financial assistance through their annual action plans (SAP) as per NAM guidelines."
AU5648,ayush,Q2,NAM के तहत कितने बिस्तरों वाले एकीकृत आयुष अस्पताल स्थापित किए जा सकते हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the number of beds in integrated Ayush hospitals that can be established under the National Ayush Mission (NAM). 

First, I need to refer back to the provided document. The document mentions that under NAM, there's a provision for the establishment of integrated Ayush hospitals with 10, 30, or 50 beds. The exact line says: ""10/30/50 बिस्तर वाले एकीकृत आयुष अस्पतालों की स्थापना"". 

So, the answer should list these numbers. The question is specifically asking for the number of beds, and the document clearly states three options: 10, 30, and 50. There's no mention of any other numbers or ranges, so those are the only ones to consider.

I need to make sure there's no ambiguity here. The document doesn't specify a maximum or minimum"
AU5648,ayush,Q3,Ayushman Arogya Mandir किसके अंतर्गत संचालित होता है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking under which program the Ayushman Arogya Mandir (AAM) is operated. The document provided is in Hindi, so I need to read through it carefully.

First, I'll look for mentions of ""Ayushman Arogya Mandir"" in the text. The document talks about the National Ayush Mission (NAM) and mentions various provisions under it, like establishing integrated Ayush hospitals with 10/30/50 beds, upgrading specific independent Ayush hospitals, and deploying manpower for different positions in AAM and Ayush public health programs. 

The key part here is the sentence that says: ""NAM के तहत, 10/30/50 बिस्तर वाले एकीकृत आयुष अस्पतालों की स्थापना, विशिष्ट स्वतंत्र आयुष अस्पतालों का उन्नयन, आयुष्मान आयु"
AU5648,ayush,Q4,राज्य सरकारें NAM के तहत वित्तीय सहायता कैसे प्राप्त करती हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how state governments can obtain financial assistance under the National Ayush Mission (NAM). I need to refer to the provided document to find the answer.

First, I'll read through the document again to understand the context. The document mentions that public health is a state subject, so the primary responsibility for analyzing the availability of trained manpower and assessing vacancies in Ayush facilities lies with the respective state or union territory governments. However, under NAM, there are provisions for establishing integrated Ayush hospitals, upgrading specific independent Ayush hospitals, and deploying manpower for Ayushman Ayurvedic Kendras and public health programs.

The key part here is the last sentence: ""राज्य/केंद्र शासित प्रदेश की सरकारें एन.ए.एम. दिशानिर्देशों के प्रावधानों के अनुसार उपयुक्त प्रस्तावों को राज्य वार्षिक कार्य योजनाओं (एस"
AU5648,ayush,Q5,क्या भर्ती की जिम्मेदारी केंद्र सरकार की है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the responsibility for recruitment lies with the central government. The document provided is in Hindi, so I need to read through it carefully.

First, the document mentions that the Ministry of AYUSH's State Minister, Shri Prataprao Jadhav, states that since public health is a state subject, the primary responsibility for analyzing the availability of trained manpower, including AYUSH doctors and hospitals, and assessing vacant positions in AYUSH facilities under the National AYUSH Mission (NAM) lies with the respective state or union territory governments. 

However, under NAM, there are provisions for deploying manpower for various positions in integrated AYUSH hospitals, upgrading specific independent AYUSH hospitals, operating Ayushman Ayurvedic Kendras (AAK), and AYUSH public health programs. The document then says that state/UT governments can seek financial assistance through their State Annual Action Plans (SA"
AU414,education,Q1,केंद्रीय उच्च शिक्षण संस्थानों में एसोसिएट प्रोफेसर की भर्ती की शक्ति किसके पास होती है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about who has the authority to recruit Associate Professors in Central Higher Education Institutions (CHEIs) under the Ministry of Education.

First, I need to refer to the provided document. The document mentions that CHEIs, including Central Universities, are statutory autonomous organizations established under relevant Central Acts of Parliament and governed by the provisions of those Acts, statutes, ordinances, orders, and regulations. 

The key part here is the section about recruitment. It states that as autonomous institutions, faculty recruitment, including Associate Professors, is done within the institutions themselves according to their Acts and regulations. The authority to recruit is vested in the respective Board of Governors/Executive Committee/Management Board, and the Ministry doesn't have an active role in this process. 

So, the answer should be that the authority lies with the Board of Governors, Executive Committee, or Management Board of the respective institution. The"
AU414,education,Q2,"शिक्षक कैडर में SC, ST, OBC और EWS के लिए आरक्षण कितने प्रतिशत है?",,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the percentage of reservations for SC, ST, OBC, and EWS in the teaching cadre as per the provided document.

First, I need to locate the relevant section in the document. The document mentions that the government notified the Central Educational Institutions (Reservation in Appointments for SCs, STs, and Socially and Educationally Backward Classes and Economically Weaker Sections) Act, 2019 on 09.07.2019. Then, in the notification dated 12.07.2019, the reservations are specified.

Looking at the details: SC is 15%, ST is 7.5%, OBC is 27%, and EWS is 10%. The question specifically asks for these percentages, so I need to present them clearly. The answer should be in Hindi, as per the user's instruction. I should"
AU414,education,Q3,24.10.2025 तक मिशन मोड में कुल कितने पद भरे गए?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many positions were filled under the mission mode by October 24, 2025. The document provided is in Hindi, so I need to parse through it carefully.

First, I'll read through the document again to find any mention of the mission mode campaign and the number of positions filled. The document mentions that in August 2021, the Ministry of Education requested all CHEIs to conduct a special campaign in mission mode to fill pending vacancies. It also states that CHEIs conducted special recruitment drives including SC, ST, and OBC categories. However, the document doesn't provide specific numbers of positions filled by the mentioned date, October 24, 2025. 

The document talks about the reservation percentages under the 2019 Act but doesn't give actual figures. Since the user's question is about the total number filled by a specific date, and the"
AU414,education,Q4,केंद्रीय विश्वविद्यालयों ने इनमें से कितने पद भरे?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many positions the Central Universities filled. The document provided is in Hindi, so I need to read through it carefully.

First, the document talks about Central Higher Education Institutions (CHEIs) under the Ministry of Education, including Central Universities. It mentions that these institutions are autonomous and their recruitment is done according to their own acts and regulations. The recruitment is handled by their respective boards, not the ministry. 

Then, there's a part about vacancies arising due to various reasons like retirements, new institutions, etc. It also mentions that state universities handle their own vacancies through state acts and governments. 

The key part here is the section about the government notifying the Central Educational Institutions (Reservation in Appointments for SCs, STs, and OBCs, and EWS) Act, 2019. This act provides reservations in teaching positions. The notification on 12"
AU414,education,Q5,क्या राज्य विश्वविद्यालयों के रिक्त पदों का डेटा केंद्र स्तर पर रखा जाता है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the data on vacant positions in state universities is maintained at the central level. 

First, I need to refer back to the provided document. The document mentions that central universities and other central higher education institutions (CHEIs) under the Ministry of Education are autonomous and their vacancies are filled according to their own acts and regulations. The key point here is that the recruitment is done internally by the respective boards or committees, and the Ministry doesn't have an active role in that.

Then, the document specifically states: ""राज्य विश्वविद्यालयों के रिक्त पदों का विवरण केंद्र में नहीं रखा जाता है।"" Translating that, it says that the details of vacant positions in state universities are not kept at the central level. The establishment of state universities is through state acts, and their vacancies are filled by the respective state governments or universities themselves. 

So, the answer should be that the data"
AU2540,education,Q1,NEP 2020 के अनुसार कम से कम किस कक्षा तक मातृभाषा/स्थानीय भाषा को माध्यम बनाने की सिफारिश की गई है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the NEP 2020 and specifically wants to know up to which class the mother tongue or local language should be used as the medium of instruction according to the policy.

First, I need to refer back to the provided document. The document mentions that under NEP 2020, the medium of education should be the home language/mother tongue/local language/regional language at least until class 5, but preferably up to class 8 and beyond. The exact line says: ""जहाँ तक संभव हो, कम से कम कक्षा 5 तक, लेकिन अधिमानतः कक्षा 8 और उससे आगे तक, शिक्षा का माध्यम गृह भाषा/मातृभाषा/स्थानीय भाषा/क्षेत्रीय भाषा होगी।""

So the key part here is ""कम से कम कक्षा 5 तक"" which translates to ""at least until class 5"
AU2540,education,Q2,तीन-भाषा सूत्र में R1 किसे कहा गया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking about the three-language formula (तीन-भाषा सूत्र) and specifically what R1 refers to in that context.

First, I need to recall the information from the provided document. The document mentions that under NEP 2020, the three-language formula will be implemented considering constitutional provisions, people's aspirations, regional needs, and promoting national unity. It also states that there will be more flexibility in the three-language formula, and no language will be imposed on any state. The three languages to be learned by children will be chosen by the state, region, and definitely by the students themselves, provided that at least two of the three languages are native languages of India.

The question is about R1 in the three-language formula. The document doesn't explicitly mention R1, but in the context of language policies in India, especially in the three-language formula, R1 typically refers to the first language or the primary language"
AU2540,education,Q3,भारतीय भाषाओं में अकादमिक लेखन और अनुवाद को बढ़ावा देने के लिए UGC ने कौन-सा प्रोजेक्ट शुरू किया है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which project the UGC has started to promote academic writing and translation in Indian languages. The provided document talks about the National Education Policy (NEP) 2020 and the National Curriculum Framework for School Education (NCF-SE) 2023. 

First, I need to check if the document mentions any specific project by UGC related to academic writing and translation. The document discusses promoting Indian languages in schools, mother tongue-based education, and the three-language formula. However, it doesn't explicitly mention a UGC project by name.

Wait, the document ends with ""एन.सी.एफ.-एस.ई. 2023, इसके अलावा, यह प्र"" which seems cut off. Maybe the original text continues, but in the provided excerpt, it's incomplete. Since the user's document stops there, there's no further information about UGC's projects."
AU2540,education,Q4,AICTE की भाषा नीति किस राष्ट्रीय शिक्षा दस्तावेज़ के अनुरूप है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking which national education document the AICTE's language policy aligns with. The provided document talks about the National Education Policy (NEP) 2020 and the National Curriculum Framework for School Education (NCF-SE) 2023.

First, I need to recall what AICTE is. AICTE stands for All India Council for Technical Education, which is responsible for technical education in India. Their language policy would likely be related to higher education, but the document here is about school education (NEP 2020 and NCF-SE 2023). 

The document mentions that NEP 2020 and NCF-SE 2023 promote all Indian languages in schools, advocate for mother tongue-based education, and have provisions for multilingualism. The three-language formula is part of NEP 2020. Since AI"
AU2540,education,Q5,क्या NEP 2020 के तहत किसी राज्य पर कोई भाषा थोपी जाएगी?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking whether the NEP 2020 imposes any language on a state. I need to refer to the provided document to find the answer.

First, I'll scan through the document. The relevant part mentions the three-language formula. The document states that the three-language formula will be implemented considering the Constitution, people's aspirations, regions, and the need to promote national unity and multilingualism. However, it also says there will be more flexibility in the three-language formula, and no language will be imposed on any state. The three languages learned by children will be chosen by the state, region, and the students themselves, provided at least two are native languages of India.

So, the key points here are that the three-language formula is flexible, and there's no imposition of any language on states. The emphasis is on allowing states and students to choose the languages, ensuring that at least two are Indian languages. Therefore"
AU2749,education,Q1,PM-Vidyalaxmi के तहत कितने से अधिक शिक्षा ऋण स्वीकृत किए गए हैं?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking how many education loans have been approved under PM-Vidyalaxmi. The document provided is in Hindi, so I need to read through it carefully to find the relevant information.

First, I'll scan the document for numbers related to loans approved. The document mentions that between 25 February 2025 and 2 March 2026, more than 68,000 PM-Vidyalaxmi education loans were issued. The total approved amount is 9118 crore rupees. The question specifically asks for the number of loans approved, not the amount. 

The key sentence here is: ""25 फरवरी 2025 और 2 मार्च 2026 के दौरान 68,000 से अधिक पी.एम.-विद्यालक्ष्मी शिक्षा ऋण जारी किए गए हैं।"""
AU2749,education,Q2,स्वीकृत कुल ऋण राशि कितनी है?,,sarvam_translated,sarvam,"<think>
Okay, let's tackle this question. The user is asking for the total approved loan amount under the PM-Vidyalakshmi scheme. I need to go through the provided document carefully to find the relevant information.

Looking at the document, there's a section that mentions ""25 फरवरी 2025 और 2 मार्च 2026 के दौरान 68,000 से अधिक पी.एम.-विद्यालक्ष्मी शिक्षा ऋण जारी किए गए हैं। स्वीकृत राशि 9118 करोड़ रुपये है।"" This translates to ""During 25 February 2025 and 2 March 2026, more than 68,000 PM-Vidyalakshmi education loans have been disbursed. The approved amount is 9118 crore rupees."" 

So, the approved total loan amount"
